aberporth,1957,79.89166666666667
aberporth,1958,89.92500000000001
aberporth,1959,83.81666666666665
aberporth,1960,107.675
aberporth,1961,80.95
aberporth,1962,67.59166666666667
aberporth,1963,66.35000000000001
aberporth,1964,56.741666666666674
aberporth,1965,75.14166666666667
aberporth,1966,80.55
aberporth,1967,80.46666666666667
aberporth,1968,67.44999999999999
aberporth,1969,66.69166666666666
aberporth,1970,73.1
aberporth,1971,73.37499999999999
aberporth,1972,75.91666666666667
aberporth,1973,62.98333333333334
aberporth,1974,83.04166666666667
aberporth,1975,54.6
aberporth,1976,60.75
aberporth,1977,74.38333333333334
aberporth,1978,61.21666666666667
aberporth,1979,81.30000000000001
aberporth,1980,68.94166666666666
aberporth,1981,78.54166666666667
aberporth,1982,76.46666666666667
aberporth,1983,68.47500000000001
aberporth,1984,71.05833333333334
aberporth,1985,72.58333333333333
aberporth,1986,73.74166666666666
aberporth,1987,70.97500000000001
aberporth,1988,74.84166666666665
aberporth,1989,65.35833333333333
aberporth,1990,62.64166666666668
aberporth,1991,64.12500000000001
aberporth,1992,76.125
aberporth,1993,82.26666666666667
aberporth,1994,87.58333333333333
aberporth,1995,69.06666666666666
aberporth,1996,57.74166666666667
aberporth,1997,74.3
aberporth,1998,80.86666666666667
aberporth,1999,79.54166666666667
aberporth,2000,92.55
aberporth,2001,79.25714285714285
aberporth,2002,91.12727272727271
aberporth,2003,59.01666666666667
aberporth,2004,77.93636363636364
aberporth,2005,68.56666666666666
aberporth,2006,71.63333333333333
aberporth,2007,74.36666666666666
aberporth,2008,85.44166666666666
aberporth,2009,84.16666666666664
aberporth,2010,59.48333333333333
aberporth,2011,61.38333333333333
aberporth,2012,96.06666666666666
aberporth,2013,72.79166666666667
aberporth,2014,87.16666666666667
aberporth,2015,84.85
aberporth,2016,70.16666666666667
aberporth,2017,84.03333333333335
aberporth,2018,83.68333333333334
aberporth,2019,85.93333333333334
aberporth,2020,74.5
armagh,1929,74.775
armagh,1930,75.24999999999999
armagh,1931,81.7
armagh,1932,68.11666666666666
armagh,1933,46.49999999999999
armagh,1934,73.94166666666666
armagh,1935,65.85833333333333
armagh,1936,74.80833333333332
armagh,1937,64.725
armagh,1938,76.38333333333333
armagh,1939,68.875
armagh,1940,72.95
armagh,1941,62.61666666666665
armagh,1942,72.25833333333333
armagh,1943,64.675
armagh,1944,74.87500000000001
armagh,1945,61.76363636363636
armagh,1947,76.03
armagh,1948,80.94166666666666
armagh,1949,68.08333333333333
armagh,1950,80.15833333333333
armagh,1951,71.95833333333334
armagh,1952,45.19090909090909
armagh,1953,34.26666666666666
armagh,1954,44.949999999999996
armagh,1955,58.84166666666666
armagh,1956,70.23333333333333
armagh,1957,75.99166666666667
armagh,1958,86.74166666666667
armagh,1959,62.300000000000004
armagh,1960,83.53333333333333
armagh,1961,73.025
armagh,1962,67.25
armagh,1963,76.20833333333333
armagh,1964,65.28333333333335
armagh,1965,74.725
armagh,1966,86.09166666666668
armagh,1967,75.375
armagh,1968,64.73333333333333
armagh,1969,65.04166666666667
armagh,1970,73.59166666666667
armagh,1971,57.83333333333332
armagh,1972,62.67499999999999
armagh,1973,60.53333333333333
armagh,1974,70.30833333333334
armagh,1975,48.82500000000001
armagh,1976,62.366666666666674
armagh,1977,65.71666666666667
armagh,1978,64.47500000000001
armagh,1979,72.10833333333333
armagh,1980,70.69166666666666
armagh,1981,76.92500000000001
armagh,1982,71.84166666666665
armagh,1983,58.758333333333326
armagh,1984,69.80833333333332
armagh,1985,63.70000000000001
armagh,1986,71.88333333333334
armagh,1987,61.01666666666666
armagh,1988,73.35
armagh,1989,55.45833333333334
armagh,1990,73.64166666666667
armagh,1991,56.64166666666668
armagh,1992,69.72500000000001
armagh,1993,73.76666666666668
armagh,1994,68.16666666666667
armagh,1995,64.925
armagh,1996,62.66666666666668
armagh,1997,63.541666666666664
armagh,1998,70.85833333333333
armagh,1999,73.04166666666667
armagh,2000,73.28333333333333
armagh,2001,53.900000000000006
armagh,2002,89.19999999999999
armagh,2003,56.96666666666667
armagh,2004,66.61666666666666
armagh,2005,61.591666666666676
armagh,2006,68.99166666666666
armagh,2007,68.53333333333332
armagh,2008,71.43333333333335
armagh,2009,74.29166666666667
armagh,2010,66.21666666666667
armagh,2011,72.65833333333333
armagh,2012,72.89999999999999
armagh,2013,71.11666666666667
armagh,2014,85.025
armagh,2015,79.59166666666665
armagh,2016,61.383333333333326
armagh,2017,60.65833333333333
armagh,2018,64.80000000000001
ballypatrick,1965,
ballypatrick,1966,
ballypatrick,1967,
ballypatrick,1968,
ballypatrick,1969,
ballypatrick,1970,
ballypatrick,1971,
ballypatrick,1972,
ballypatrick,1973,
ballypatrick,1974,
ballypatrick,1975,
ballypatrick,1976,
ballypatrick,1977,
ballypatrick,1978,
ballypatrick,1979,
ballypatrick,1980,
ballypatrick,1981,
ballypatrick,1982,
ballypatrick,1983,
ballypatrick,1984,
ballypatrick,1985,
ballypatrick,1986,
bradford,1908,
bradford,1909,
bradford,1910,
bradford,1911,59.400000000000006
bradford,1912,91.66666666666667
bradford,1913,64.13333333333334
bradford,1914,77.21666666666665
bradford,1915,77.78333333333332
bradford,1916,80.70833333333333
bradford,1917,62.55833333333333
bradford,1918,80.20833333333333
bradford,1919,75.85000000000001
bradford,1920,83.43333333333332
bradford,1921,56.4
bradford,1922,75.03333333333333
bradford,1923,80.47500000000001
bradford,1924,70.34166666666665
bradford,1925,78.01666666666665
bradford,1926,69.075
bradford,1927,81.81666666666666
bradford,1928,91.68333333333332
